recruit_id,name,old_year,new_year,intent,tier,old_h,new_h,dh,old_w,new_w,dw,old_band,new_band,crossed,bands_crossed
dc8586d0-4d4a-49d1-8540-f7e87a02b1fc,Abram Webb,JH,JH,PG,Good,71,68,-3.0,158,153,-5.0,guard,guard,0,0
93e11c71-4ade-4fb9-a8fc-7ba8a759537b,Garett Leon,FR,FR,PG,Average,69,68,-1.0,170,149,-21.0,guard,guard,0,0
336b4ae0-5841-41bb-b5c9-dfdf344ee6ed,Kamron Whitaker,JH,JH,PG,BelowAverage,70,71,1.0,152,173,21.0,guard,guard,0,0
7ad7a6e2-572a-4292-aa6a-e86a5f2385d5,Ross Guerrero,JH,JR,SG,Poor,73,71,-2.0,182,169,-13.0,guard,guard,0,0
474e860c-ea56-4cd0-8c8f-1392d78b899c,Bryson Zhang,JH,JH,SG,Average,73,70,-3.0,178,173,-5.0,guard,guard,0,0
335225ff-0bfb-4792-b6da-19c9b778c13e,Junior Garrett,JH,FR,SF,Average,74,75,1.0,185,206,21.0,guard,wing,1,1
79f3fbf8-5b47-4433-b685-f4a96625823c,Zyaire Levy,JH,JH,PG,Great,71,69,-2.0,179,167,-12.0,guard,guard,0,0
fd15a883-77ee-493d-9b56-0bed8604b6c9,Lucca Grant,JR,JH,SG,Average,71,69,-2.0,172,160,-12.0,guard,guard,0,0
11a0294e-7070-4ff9-ba33-b71dee8f396f,Jaeden Coffey,JH,FR,SF,Average,75,74,-1.0,180,200,20.0,wing,guard,1,1
b901f24b-711c-4267-bb08-f2a75953f811,Nickolas Odonnell,JH,JH,PG,Average,70,71,1.0,163,183,20.0,guard,guard,0,0
41c339a3-06b5-46ef-a5ca-8a93afd58771,Jared Holt,JH,JH,SF,Good,68,68,0.0,180,152,-28.0,guard,guard,0,0
eff18c2a-5776-489a-b810-6c348ecb2935,Kase Webb,JR,JR,SG,Average,70,71,1.0,150,170,20.0,guard,guard,0,0
38585a50-f603-43c7-98d6-d87ebda952ee,Shannon Mccoy,SO,SO,PG,Poor,71,70,-1.0,180,161,-19.0,guard,guard,0,0
ac9ebdf7-1952-4985-8c23-b762f4431616,Jonathon Jarvis,JH,FR,PG,Great,68,71,3.0,173,176,3.0,guard,guard,0,0
20dca201-40e1-429d-bae5-2bab4e114f28,Delvin Espinoza,JH,JH,PG,Great,66,69,3.0,177,174,-3.0,guard,guard,0,0
52b089ef-c03b-439b-ad7f-e7028175b340,Carrol Portillo,JH,JH,C,Average,75,73,-2.0,190,179,-11.0,wing,guard,1,1
6aa23136-c9ef-432a-8e9b-1c1861d30186,Brixton Leblanc,JH,JH,SF,Good,70,72,2.0,175,185,10.0,guard,guard,0,0
7bdbbc75-d889-436f-9874-ad557f1ee31d,Davin Francis,JH,JH,C,Poor,76,76,0.0,221,195,-26.0,wing,wing,0,0
b69a80c7-e3db-488c-a5ea-5702a042a0be,Chester Singh,JH,FR,PG,BelowAverage,69,71,2.0,176,186,10.0,guard,guard,0,0
d4495c7b-6ef4-471e-a3b9-fa5369e3b631,Brent Pennington,JH,JH,PF,Good,76,74,-2.0,202,192,-10.0,wing,guard,1,1
4a641126-5718-47fe-a321-207696381eb9,Johnson Patel,JR,SO,SG,Average,74,72,-2.0,177,187,10.0,guard,guard,0,0
93d6d23c-7de6-4d3b-9830-88ef1bd3d476,Jordyn Everett,JH,FR,SG,BelowAverage,67,70,3.0,177,176,-1.0,guard,guard,0,0
df387170-d227-43af-adbb-7c052cd8c031,Clair Hoover,JH,JR,PG,Average,66,67,1.0,174,157,-17.0,guard,guard,0,0
e3415bd5-c971-4912-ae54-d6bffc9b30d1,Dickie Medrano,JH,FR,SF,Poor,74,72,-2.0,171,180,9.0,guard,guard,0,0
d274c4d0-cc27-46ae-af61-f8ecc09e9633,Marquis Black,JH,JH,PG,Great,67,68,1.0,176,159,-17.0,guard,guard,0,0
0f4c2b4f-39ec-4a03-bb98-d44f9e8490d3,Pierre Munoz,FR,JH,PG,Good,68,66,-2.0,155,147,-8.0,guard,guard,0,0
b51aebd1-d008-433a-9d6d-d18078d190d6,Carnell Lester,JH,SO,PG,Average,71,70,-1.0,154,170,16.0,guard,guard,0,0
697fa3e6-130d-4a58-92ca-d3632ac1b6ff,Johan Clarke,JH,SO,PG,Average,71,72,1.0,170,186,16.0,guard,guard,0,0
47e45ef9-5949-41b4-8c09-941983f01bca,Horace Adams,JH,JH,PG,Average,68,67,-1.0,181,165,-16.0,guard,guard,0,0
11dd16f1-0109-4ede-9f50-5c88409f4220,Lynn Noble,JH,JR,SG,Great,69,70,1.0,160,176,16.0,guard,guard,0,0
587779d2-7106-42f1-a584-4bda28863e44,Elden Washington,JH,JR,PG,Great,69,71,2.0,173,165,-8.0,guard,guard,0,0
dd5511cc-f077-4d76-8b98-3d3255e2976f,Gus Alvarado,JH,JH,PF,BelowAverage,75,75,0.0,180,204,24.0,wing,wing,0,0
fd537d55-9557-4afc-8942-fa6f74e62f40,Gregory Salas,JH,JH,SG,BelowAverage,71,72,1.0,166,181,15.0,guard,guard,0,0
ae073bcb-3c34-4ae9-85fa-5e38200e2f42,Seymour Orozco,JH,JH,SF,Great,73,75,2.0,191,197,6.0,guard,wing,1,1
d9331861-249e-4895-8325-9a7063612419,Salem Greene,JH,JR,SF,BelowAverage,73,74,1.0,187,201,14.0,guard,guard,0,0
0c1ef24d-32ef-4222-8c35-96e28fa97236,Austyn Spencer,FR,JH,PG,Average,69,67,-2.0,152,146,-6.0,guard,guard,0,0
5b8405ff-c433-43a7-9f19-e5d82f919f20,Ezekiel Richmond,JH,JH,C,Average,77,77,0.0,226,204,-22.0,big,big,0,0
b5fc74dd-0f91-4a07-8a74-3c7d8df3ef56,Aurelio Salgado,JH,JH,SG,Average,70,68,-2.0,174,168,-6.0,guard,guard,0,0
ee4b457c-cfca-439c-ab71-dac87ab3f2ac,Herman Henry,JH,JH,PG,Good,69,67,-2.0,151,145,-6.0,guard,guard,0,0
9d38a01e-9a3d-4895-9d75-f4549a96d277,Hugh Moreno,JH,FR,SG,Average,69,71,2.0,176,170,-6.0,guard,guard,0,0
3dfa3deb-7d71-4a3e-aedd-24253b31a859,Baker Vargas,JH,JH,PG,Average,69,67,-2.0,156,162,6.0,guard,guard,0,0
ba1f3d97-a738-4a97-b342-3eed2047691c,Jamarcus Palacios,JH,JR,SG,Average,73,75,2.0,186,191,5.0,guard,wing,1,1
31303b5e-3ad2-4151-afc8-ec21bd69014d,Hosea Robles,JH,SO,SG,Good,74,73,-1.0,183,196,13.0,guard,guard,0,0
52e6b044-81a8-4545-b4db-c43d4be8fef0,Boston Thomas,JH,JR,SG,Average,68,70,2.0,162,167,5.0,guard,guard,0,0
2e944a47-9354-4387-bdce-68ad3c43bcf5,Obie Shah,JH,SO,PG,Average,69,71,2.0,170,165,-5.0,guard,guard,0,0
cacb6166-bbfd-42d0-a78f-daae81b67dd5,Kip Stuart,JH,SO,SG,Good,73,72,-1.0,183,170,-13.0,guard,guard,0,0
fc39dadb-0319-4ece-bb10-a16c041a05d3,Jameson Stein,JH,JH,SF,BelowAverage,73,71,-2.0,183,187,4.0,guard,guard,0,0
ec35a93b-7399-45f7-8d19-c4c12dc63a3f,Louis Reed,JH,JR,PG,Good,71,70,-1.0,160,172,12.0,guard,guard,0,0
7ffd0352-1187-489f-9864-a71ddcb613ef,Lafayette Barr,JH,JH,SG,Poor,73,72,-1.0,170,182,12.0,guard,guard,0,0
8135b877-fc28-4f4a-8800-697c1d11a554,Genaro Gillespie,JH,JH,SF,Elite,74,76,2.0,192,196,4.0,guard,wing,1,1
cec84404-4a2a-410f-bf28-23b23e00783c,Jonas Curtis,JH,JH,PG,Average,70,69,-1.0,158,170,12.0,guard,guard,0,0
306947bb-79a2-44c9-9e56-9581c78f105f,Albert Vazquez,JH,JH,SG,Great,68,69,1.0,157,169,12.0,guard,guard,0,0
a1bcfb1e-6683-4ce0-926d-0f29d44ec439,Kane Cochran,JH,JH,SF,BelowAverage,75,73,-2.0,179,176,-3.0,wing,guard,1,1
cca4fe08-6c3b-47d8-be23-69a74b0b8085,Greggory Shepherd,FR,FR,C,BelowAverage,75,73,-2.0,178,180,2.0,wing,guard,1,1
d2710c10-dac0-486e-9561-bbafa9fe38f8,Steven Swanson,JH,FR,SG,Average,66,67,1.0,154,144,-10.0,guard,guard,0,0
25f93519-aa49-43d0-8529-9423f8078e88,Craig Carson,JH,JH,SG,Good,69,71,2.0,177,175,-2.0,guard,guard,0,0
ff3a642d-0e3d-44ac-9fdd-79d19076defc,Hugh Walters,FR,JH,PG,Average,71,71,0.0,151,169,18.0,guard,guard,0,0
ca3b39b2-d044-4f92-b69e-719896d6690f,Patricio Rowland,JH,JR,PG,BelowAverage,72,70,-2.0,177,175,-2.0,guard,guard,0,0
63e953a4-924b-4a65-aaa7-4bfbe7e7b97d,Roosevelt Aquaviva,JH,JH,SG,BelowAverage,69,70,1.0,174,164,-10.0,guard,guard,0,0
de92d1e9-fbd3-4bd2-bfe8-1f43c81205e7,Yael Rasmussen,JH,SO,SG,Great,73,73,0.0,181,199,18.0,guard,guard,0,0
64cc4866-29d5-4a2e-bb7c-cf5c2dc34abe,Garland Trujillo,JH,JH,SG,Great,72,73,1.0,174,184,10.0,guard,guard,0,0
55cad3dd-cab0-4357-9911-5f056b015af0,Yahir Liu,JH,FR,SG,Average,72,70,-2.0,171,173,2.0,guard,guard,0,0
92002e2f-245f-4a28-91b7-7ae1542efa16,Dean Ward,JH,JH,PG,Good,69,67,-2.0,161,163,2.0,guard,guard,0,0
efbe8119-24fa-4ca0-80fd-f4f6b08c2909,Hezekiah Horne,JH,JH,SG,Average,70,68,-2.0,164,163,-1.0,guard,guard,0,0
4e42827b-8aa2-4303-ba82-c7ecf24a0f47,Lindsey Willis,SO,JH,SG,Great,74,72,-2.0,192,193,1.0,guard,guard,0,0
c2b0df6e-12d8-45bb-8b31-79c905025940,Branson Walker,JH,JH,SF,BelowAverage,73,75,2.0,191,190,-1.0,guard,wing,1,1
e9b16074-fa77-4a62-8635-b6870bd62dbe,Reese Mahoney,JH,JH,SG,Average,67,65,-2.0,156,155,-1.0,guard,guard,0,0
b2c5513e-121c-49bd-a90f-cc879e3cffd2,Denton Burch,JH,FR,PG,BelowAverage,70,70,0.0,155,172,17.0,guard,guard,0,0
c89217c7-e51a-4610-be88-545d0ebf140e,Greyson Gaines,FR,JR,PG,Average,70,69,-1.0,152,160,8.0,guard,guard,0,0
6cca5426-7515-4f3f-842a-2edc59c35eb2,Derik White,FR,JH,PG,Average,68,69,1.0,177,169,-8.0,guard,guard,0,0
7c8dbe4b-80e0-4e18-a76d-66bbeffd4ec8,Ulises Alfaro,JH,JH,SF,Great,75,73,-2.0,184,184,0.0,wing,guard,1,1
4942ce88-1f04-4208-855f-8cda93843799,Jake Berger,JH,JH,SF,Average,69,68,-1.0,162,154,-8.0,guard,guard,0,0
3b52be7c-bc9a-4ca4-a5ed-0f6b87b2a394,Shawn Nelson,JH,FR,SG,Average,71,70,-1.0,176,168,-8.0,guard,guard,0,0
e6deda35-decf-4dd8-b9ac-20d2e89479ed,Adrian Hogan,JH,JH,C,BelowAverage,79,78,-1.0,199,207,8.0,big,big,0,0
6a821085-1178-4e46-a982-a54c315f50dc,Johnathon Butler,JH,JH,C,Average,77,76,-1.0,204,212,8.0,big,wing,1,1
1cfcf8c8-e0f1-4961-84b2-643134792628,Ammon Galindo,JH,JH,SG,Great,69,69,0.0,172,156,-16.0,guard,guard,0,0
e45d4df2-87c3-4493-9747-72cd40db4fe6,Irving Booker,JH,FR,PG,BelowAverage,68,69,1.0,175,168,-7.0,guard,guard,0,0
ad26aabb-ffdd-4ce1-82dc-361df8cc8bf4,Reilly Ayers,JH,JR,C,Good,80,79,-1.0,223,217,-6.0,big,big,0,0
0667a60e-cb5a-4c72-9b88-baaed7d4cc9b,Zayden Bates,JH,FR,C,Poor,74,75,1.0,184,190,6.0,guard,wing,1,1
f81c1cf6-079b-4588-baed-52c5bf2db4a0,Sidney Roth,JH,JH,PG,Great,66,65,-1.0,159,154,-5.0,guard,guard,0,0
22fd2922-a9ae-441f-8c92-3e068d2feb8e,Ellsworth Pearson,JH,JR,PG,Great,70,71,1.0,174,179,5.0,guard,guard,0,0
5f19988e-1aeb-4053-a744-3854cab2b39c,Mateo Hendrix,JH,SO,PG,Good,69,68,-1.0,158,163,5.0,guard,guard,0,0
547e5f7a-8b26-436a-ad25-9d6dc38958f8,Rocco Livingston,JH,JH,SF,Average,72,72,0.0,189,176,-13.0,guard,guard,0,0
394dce1d-5442-4272-b750-de5add182bad,Bodhi Espinoza,JH,SO,PF,Average,76,75,-1.0,199,204,5.0,wing,wing,0,0
0ae40dde-49f1-4b24-b851-8999071a0be6,Dandre Tran,JH,SO,SG,Average,74,73,-1.0,177,182,5.0,guard,guard,0,0
a25fe154-d6c9-4be1-b95b-9d72e40dba92,Heath Kirk,JH,JH,PG,Great,69,70,1.0,177,182,5.0,guard,guard,0,0
fddbf37c-e9e7-410a-9952-e898c7f8be18,Ahmad Lucas,JR,JH,SF,Good,74,73,-1.0,182,177,-5.0,guard,guard,0,0
bda5b4ef-5851-4914-85fc-309dabd21d8c,Brenton Lin,JH,SO,SG,BelowAverage,73,72,-1.0,173,177,4.0,guard,guard,0,0
85440b15-3fa5-42eb-ac46-bc3e64793dcd,Crew Norris,JH,JH,SG,Good,71,70,-1.0,175,178,3.0,guard,guard,0,0
aa410806-b16a-4d6f-933c-ead0f5b6871e,Clarence Chambers,JH,JH,SF,BelowAverage,75,74,-1.0,191,194,3.0,wing,guard,1,1
443f7a9c-20ba-4e9d-aba9-75e7574647e4,Alfonso Serrano,JH,JR,PG,BelowAverage,69,70,1.0,177,174,-3.0,guard,guard,0,0
893b92ca-2934-4ef6-8295-95873bb23f47,Arthur Whitney,JH,SO,SG,Good,71,71,0.0,171,182,11.0,guard,guard,0,0
cdf6fb95-5f0d-4cc9-b2b8-94a948546041,Konnor White,JH,FR,SF,Average,74,73,-1.0,182,179,-3.0,guard,guard,0,0
6e0cb571-09f4-4faa-a519-ae515be4bfe6,Elliott Sanders,JH,JH,SF,Average,74,73,-1.0,179,182,3.0,guard,guard,0,0
e2f31af1-d62d-4a63-aee9-7cb4d5f685cd,Johan Booker,JH,FR,PG,Average,68,69,1.0,163,161,-2.0,guard,guard,0,0
92741185-0832-43e7-aa46-01ae4fb5d985,Thomas Griffin,JH,JH,SF,BelowAverage,74,74,0.0,193,183,-10.0,guard,guard,0,0
3143a4b9-fc79-4552-8596-0e1ccbc10e1a,Casey Stevens,FR,JR,PF,BelowAverage,77,77,0.0,201,211,10.0,big,big,0,0
4e101b36-2e1e-4fd6-8464-6b4a29329726,Alec Potts,JH,FR,PF,BelowAverage,73,74,1.0,193,195,2.0,guard,guard,0,0
6249ef5a-7f12-4c52-be44-fc46851263c0,Nicholas Hughes,JH,JH,SG,Good,69,70,1.0,173,171,-2.0,guard,guard,0,0
da48932b-99a2-44ec-98a0-480b6a48034c,Fred Solis,JH,JH,SF,Average,69,69,0.0,179,170,-9.0,guard,guard,0,0
97cbdd0d-025e-451b-9544-7acad48aead7,London Jordan,JH,JR,SF,Good,75,74,-1.0,183,184,1.0,wing,guard,1,1
0f8b54c7-1839-4821-8c90-277e9a2e3b76,Charley Baldwin,JH,JH,SF,BelowAverage,74,75,1.0,193,192,-1.0,guard,wing,1,1
39208c0f-4c52-43c7-b3ab-347b908020b1,Jesus Hines,JH,JH,SF,BelowAverage,71,70,-1.0,166,167,1.0,guard,guard,0,0
7ef2a438-ab74-4499-a753-d646ab597a30,Ryker Russo,JH,JH,PG,Good,68,67,-1.0,150,150,0.0,guard,guard,0,0
382dff98-8640-45ab-a58c-ea0f757926ba,Dylon Newton,JH,JH,PG,BelowAverage,70,69,-1.0,158,158,0.0,guard,guard,0,0
a54dabfe-b5a6-4b4f-87aa-e4006f84021d,Williams Short,FR,JH,SF,Average,71,71,0.0,180,173,-7.0,guard,guard,0,0
d95d68f6-deee-401a-ad6a-8440d31afd7b,London Proctor,JH,JH,PG,Good,70,70,0.0,175,168,-7.0,guard,guard,0,0
7fc3570d-a99f-45bf-a8d6-a38a36e300b6,Gunner Guerra,JH,FR,SG,Average,73,73,0.0,194,188,-6.0,guard,guard,0,0
e1acdc9c-f2bb-4746-90d5-9c8fb879bdf7,Leandro Cardenas,JH,FR,PG,Average,70,70,0.0,167,172,5.0,guard,guard,0,0
6660e74e-1ce1-4edd-a94f-14a923d295b9,Willard Walsh,JH,JR,SF,BelowAverage,73,73,0.0,181,176,-5.0,guard,guard,0,0
1d493d0c-f2e5-4beb-bc70-8cda6efaa8e2,Otis Ryan,JH,JH,PG,BelowAverage,68,68,0.0,166,161,-5.0,guard,guard,0,0
e0285eed-31f2-41c6-b21a-0d1c931c52b2,Dylan Zavala,JH,JH,SG,Great,69,69,0.0,176,172,-4.0,guard,guard,0,0
c198cb50-66a6-412d-a077-33e1541286eb,Alberto Burke,JH,SO,SG,Average,73,73,0.0,189,185,-4.0,guard,guard,0,0
61209aef-29d7-4990-9791-d427baca424e,Hector Cain,JH,JH,SG,Average,71,71,0.0,166,169,3.0,guard,guard,0,0
85e214a3-0e66-47b9-8a64-93912a7ecd6f,Kurtis Gregory,JH,JH,C,Average,72,72,0.0,170,173,3.0,guard,guard,0,0
a13e5706-efb3-47bd-b9fb-92280b7204a3,Robby Rich,JH,JH,SG,Average,73,73,0.0,180,177,-3.0,guard,guard,0,0
5bb96021-c572-4901-a821-06fc57f3a38f,Jovan Briggs,FR,JH,SG,Good,69,69,0.0,167,166,-1.0,guard,guard,0,0
