_id,name,first_name,last_name,team,team_id,jersey,height_in,weight_lb,year,st,ag,rt
1b967c99-4b65-423b-9c63-e322fb099f74,Drake McAdams,Drake,McAdams,Long Island Methodist,69a6fcb68d2c56aa82e48a71,54,78,241,junior,24,38,48
bd7bbac3-2365-429c-a630-408044e445c0,Kyle McGrath,Kyle,McGrath,Long Island Methodist,69a6fcb68d2c56aa82e48a71,21,70,177,junior,55,30,58
0656b15d-1738-4fb2-b22b-6df910f3c7f4,Kyree Douglas,Kyree,Douglas,Long Island Methodist,69a6fcb68d2c56aa82e48a71,30,77,231,senior,52,10,58
b36eb0a9-c9f5-4e3f-91dd-a81221f12db7,Jamar Williams,Jamar,Williams,Long Island Methodist,69a6fcb68d2c56aa82e48a71,2,67,160,junior,17,40,37
13ff36db-32d7-40e0-96e2-251bf815b301,Jefferey Twiss,Jefferey,Twiss,Long Island Methodist,69a6fcb68d2c56aa82e48a71,4,66,152,senior,7,11,24
129b57ca-66d7-446c-a816-ffcf007e9f66,Maximilian Hammond,Maximilian,Hammond,Long Island Methodist,69a6fcb68d2c56aa82e48a71,1,70,162,freshman,75,62,58
204afc3e-d065-4afc-8d0b-756fa86649f1,Galen Templeton,Galen,Templeton,Long Island Methodist,69a6fcb68d2c56aa82e48a71,3,78,230,junior,36,45,53
29e9b3a1-77d1-41ea-859c-de81b9ce6dcc,Ike Hines,Ike,Hines,Long Island Methodist,69a6fcb68d2c56aa82e48a71,45,77,234,freshman,36,61,46
d670d4d1-537e-43ff-8833-40d95a423087,Rodney Parkey,Rodney,Parkey,Long Island Methodist,69a6fcb68d2c56aa82e48a71,33,71,193,senior,16,30,31
6a9e2288-b611-4167-8e36-53dfa01dd397,Maximilian Owens,Maximilian,Owens,Long Island Methodist,69a6fcb68d2c56aa82e48a71,26,70,175,sophomore,13,37,54
73de24df-6e24-4f18-a2dd-6b8362bb295b,Lamont Friesen,Lamont,Friesen,Harding Central,69a6fcb68d2c56aa82e48a72,20,80,250,senior,35,45,55
d4c5578a-e2fc-4315-b69e-e565eab9add3,Carl Miles,Carl,Miles,Harding Central,69a6fcb68d2c56aa82e48a72,33,73,212,junior,90,50,75
59dddeb0-dd1d-4a6d-bfc4-e8ff7dbe93bc,Darrell Wunsch,Darrell,Wunsch,Harding Central,69a6fcb68d2c56aa82e48a72,53,73,203,sophomore,17,34,47
645da2bb-deae-4b96-9ed4-1414b9cff154,Scot Veit,Scot,Veit,Harding Central,69a6fcb68d2c56aa82e48a72,51,70,170,junior,72,73,59
6500cb1f-31aa-4df9-8bef-a43de7faa6a8,Woody Rakowski,Woody,Rakowski,Harding Central,69a6fcb68d2c56aa82e48a72,3,74,198,freshman,7,29,37
d6c034ec-2544-4f89-8b84-6214a2554fae,Seth Coots,Seth,Coots,Harding Central,69a6fcb68d2c56aa82e48a72,39,70,174,freshman,12,36,37
82134f75-8499-4985-b8a2-9d48f4e6dd2f,Randall Pennington,Randall,Pennington,Harding Central,69a6fcb68d2c56aa82e48a72,42,75,209,sophomore,57,39,54
fb71cf4c-e9bf-486f-9945-569998f67a34,Ace Mendoza,Ace,Mendoza,Harding Central,69a6fcb68d2c56aa82e48a72,21,79,237,junior,27,22,48
4eee544d-647b-4804-9352-0aacac83aaee,Colin Clemans,Colin,Clemans,Harding Central,69a6fcb68d2c56aa82e48a72,5,69,178,senior,48,35,48
7724a6e4-0943-4420-b479-42d3a4a7164c,Dean Barajas,Dean,Barajas,Harding Central,69a6fcb68d2c56aa82e48a72,31,74,200,junior,15,37,35
034e321c-cc53-4dab-a05a-55f7d9cb94a5,Kelvin Ward,Kelvin,Ward,Harding Central,69a6fcb68d2c56aa82e48a72,8,74,209,junior,6,12,31
6ba898ce-6ce8-489d-8f75-2f910d47cc76,Patrick Noble,Patrick,Noble,Harding Central,69a6fcb68d2c56aa82e48a72,43,75,208,senior,60,61,56
b0a24abe-cb87-483c-8a24-6245c327ebdb,Dalton Vaughn,Dalton,Vaughn,Upper Peninsula,69a6fcb68d2c56aa82e48a73,44,77,224,freshman,48,52,54
004eb1ad-ad7a-4724-906a-cfecff3cbf1c,Matias Woodward,Matias,Woodward,Upper Peninsula,69a6fcb68d2c56aa82e48a73,11,70,163,junior,50,40,43
d95b834f-5200-4421-b469-55c6682fad8c,Julio Harper,Julio,Harper,Upper Peninsula,69a6fcb68d2c56aa82e48a73,22,70,178,senior,26,41,30
bfa9447c-c9bb-4f30-838f-9009ff02c020,Leon Wallace,Leon,Wallace,Upper Peninsula,69a6fcb68d2c56aa82e48a73,52,73,197,senior,33,26,48
6e83c278-b15c-468e-8479-eab8cc0f6ccf,Rashad Trombley,Rashad,Trombley,Upper Peninsula,69a6fcb68d2c56aa82e48a73,33,77,215,senior,35,40,46
28aa91c2-f487-4339-9bbe-fc0d7d59d74a,Gavyn Almazan,Gavyn,Almazan,Upper Peninsula,69a6fcb68d2c56aa82e48a73,34,74,204,senior,59,40,49
21bfe91c-c4ff-486e-af50-a0959554ef01,Rasul Leach,Rasul,Leach,Upper Peninsula,69a6fcb68d2c56aa82e48a73,1,70,169,senior,86,44,61
6695b314-51ec-4a5b-92e9-34974ef0f270,Weston Benitez,Weston,Benitez,Upper Peninsula,69a6fcb68d2c56aa82e48a73,24,76,220,senior,29,17,43
751e0743-1588-4476-ae1e-e09c271a5440,Larry Salinas,Larry,Salinas,Upper Peninsula,69a6fcb68d2c56aa82e48a73,30,70,161,freshman,51,40,39
d1bce108-0f7d-4d0a-9485-67889949a55c,Ryder Hutchinson,Ryder,Hutchinson,Upper Peninsula,69a6fcb68d2c56aa82e48a73,12,74,204,freshman,50,15,50
a7cb102c-34ab-48ce-8665-0b02138e78b2,Kenneth Ford,Kenneth,Ford,Upper Peninsula,69a6fcb68d2c56aa82e48a73,53,71,186,senior,46,55,41
a8899502-6d57-4f64-a421-89f5bfed334c,Darryl Delacerda,Darryl,Delacerda,Upper Peninsula,69a6fcb68d2c56aa82e48a73,50,75,211,senior,53,29,46
6c77d8a3-ff70-4f0a-ba1d-2c0694863dbe,Wilber Grahn,Wilber,Grahn,Mynsk,69a6fcb68d2c56aa82e48a74,13,71,188,sophomore,73,27,77
08936558-385f-46ba-9cb1-74af99f3533e,Jarvis Gardner,Jarvis,Gardner,Mynsk,69a6fcb68d2c56aa82e48a74,6,77,227,junior,26,29,46
ab16c1d2-cd4b-4f0f-96ee-e70b68ec9171,Kenneth Holder,Kenneth,Holder,Mynsk,69a6fcb68d2c56aa82e48a74,8,70,166,sophomore,25,42,49
037c9cf8-0af2-4a4e-8007-21b58a019116,Holden Murray,Holden,Murray,Mynsk,69a6fcb68d2c56aa82e48a74,24,69,163,sophomore,17,13,40
0cd53d8e-bd2c-45f6-8f96-e9bbcd78f6dd,Evan Dupont,Evan,Dupont,Mynsk,69a6fcb68d2c56aa82e48a74,32,79,238,sophomore,41,39,56
05c987bc-adc4-4228-9386-5c2b851194bc,Darren Barrera,Darren,Barrera,Mynsk,69a6fcb68d2c56aa82e48a74,1,76,215,senior,4,3,29
493e98b1-99f3-4849-bc59-cdc10aca1a05,Stinky Wilkerson,Stinky,Wilkerson,Mynsk,69a6fcb68d2c56aa82e48a74,30,71,190,junior,3,1,31
abf29f1f-deea-48ca-b95d-78a9567e887d,Tuan Park,Tuan,Park,Mynsk,69a6fcb68d2c56aa82e48a74,3,71,196,senior,1,5,19
846b4c70-9983-4202-9ec3-0d63c3b9dcb1,Omari Sherman,Omari,Sherman,Mynsk,69a6fcb68d2c56aa82e48a74,11,68,162,senior,17,11,25
ca382515-e043-47fa-82f2-9571f5589307,Marques McCoy,Marques,McCoy,Mynsk,69a6fcb68d2c56aa82e48a74,15,72,198,junior,22,24,34
ff2abcb8-8ffe-45fe-92de-d12068d3171e,Tyler Garrett,Tyler,Garrett,Mynsk,69a6fcb68d2c56aa82e48a74,21,70,170,freshman,8,22,26
26cdd28d-9ed2-40e7-a0a3-f43cdefb0d24,Enos Enis,Enos,Enis,Mynsk,69a6fcb68d2c56aa82e48a74,52,71,179,sophomore,6,37,30
9727b8c9-526d-47be-adf1-18aa5a6c983d,Lance Darner,Lance,Darner,Ann Arbor,69a6fcb68d2c56aa82e48a75,31,76,215,sophomore,6,10,35
dab01f15-2197-44e3-9169-07fefa18baf7,Jrae Howard,Jrae,Howard,Ann Arbor,69a6fcb68d2c56aa82e48a75,51,79,244,senior,47,25,55
7c54743b-00b2-42ba-b0c2-1f08f31b86eb,Chet Gaver,Chet,Gaver,Ann Arbor,69a6fcb68d2c56aa82e48a75,25,76,211,junior,33,48,57
ccc89530-e6cc-4868-a67f-bc58b45ac91b,Matthias Whitney,Matthias,Whitney,Ann Arbor,69a6fcb68d2c56aa82e48a75,38,75,219,junior,42,57,41
8609a170-7733-47fe-b1a5-0ac0d14e00ab,Bridger Mally,Bridger,Mally,Ann Arbor,69a6fcb68d2c56aa82e48a75,44,77,217,junior,26,25,50
5bade940-a042-40c1-874a-5357cb6d5447,Anton O'Brien,Anton,O'Brien,Ann Arbor,69a6fcb68d2c56aa82e48a75,42,83,290,senior,86,92,91
824c7b86-d4c1-4782-9db7-356c614a8509,Eddie Terrell,Eddie,Terrell,Ann Arbor,69a6fcb68d2c56aa82e48a75,13,70,182,senior,45,39,45
a20209b6-5c38-4bea-b24f-6a935c46efcc,Cortez Conway,Cortez,Conway,Ann Arbor,69a6fcb68d2c56aa82e48a75,53,78,229,senior,83,92,75
b3455ac2-e621-4bf9-aae7-05080a4b180f,Fisher Velez,Fisher,Velez,Ann Arbor,69a6fcb68d2c56aa82e48a75,10,70,158,sophomore,41,44,35
5f9a7b06-bbc6-43de-857d-a69a9d009562,Mervin Floyd,Mervin,Floyd,Ann Arbor,69a6fcb68d2c56aa82e48a75,14,68,159,senior,7,2,33
06dfa633-820c-4a36-8789-0ea0c88dc03d,Landon Gordon,Landon,Gordon,Ann Arbor,69a6fcb68d2c56aa82e48a75,66,82,248,junior,37,74,67
22660046-e68f-4e43-b0b5-ff6a486e57b0,Titus Hong,Titus,Hong,Ann Arbor,69a6fcb68d2c56aa82e48a75,15,70,188,sophomore,19,7,32
4eee1fa7-7a3a-45c8-bea6-2d390d0f3f05,Sean Chambers,Sean,Chambers,Hardwood Fields,69a6fcb68d2c56aa82e48a76,33,68,169,junior,92,8,77
f246b215-c67c-4d9a-9d53-517cd36efad4,Keaton Crestshire,Keaton,Crestshire,Hardwood Fields,69a6fcb68d2c56aa82e48a76,17,67,162,senior,48,48,42
77942268-e90b-454e-b259-7e1d3d6541f9,Joshua Heckart,Joshua,Heckart,Hardwood Fields,69a6fcb68d2c56aa82e48a76,1,67,156,freshman,10,9,18
e0aa9ff9-e963-4f79-ac00-58235b2e6279,Kendrick Tuma,Kendrick,Tuma,Hardwood Fields,69a6fcb68d2c56aa82e48a76,8,80,247,junior,54,59,58
31efddaa-dfeb-4c09-89a6-bfb377364cbb,Douglass Zimmerman,Douglass,Zimmerman,Hardwood Fields,69a6fcb68d2c56aa82e48a76,43,76,211,sophomore,39,29,74
4db63d14-dbdc-4894-98de-1c4061fbe782,Chris Smith-Weibel,Chris,Smith-Weibel,Hardwood Fields,69a6fcb68d2c56aa82e48a76,40,70,167,senior,14,52,43
9aae1a1f-a6dd-4490-a68f-82c46d6a14b2,Jaylen Peterson,Jaylen,Peterson,Hardwood Fields,69a6fcb68d2c56aa82e48a76,4,71,196,senior,10,30,28
a9938c17-e941-40bc-9ea3-ff9c5c773f9b,Marcus Molina,Marcus,Molina,Hardwood Fields,69a6fcb68d2c56aa82e48a76,7,67,160,senior,39,34,67
e7c635c8-04fc-4fb1-9d9b-c0cc83db16de,James Burke,James,Burke,Hardwood Fields,69a6fcb68d2c56aa82e48a76,10,77,232,sophomore,32,63,55
46a1881f-24ba-460d-854f-657bd3104123,Andy Martin,Andy,Martin,Hardwood Fields,69a6fcb68d2c56aa82e48a76,55,78,240,junior,46,35,43
ff16bffa-d2a9-458a-8de0-c18b5ae85710,Edward Gomez,Edward,Gomez,Hardwood Fields,69a6fcb68d2c56aa82e48a76,12,75,217,junior,15,16,41
8c67f930-850f-4728-849a-09e7092fc850,Leland Dougherty,Leland,Dougherty,Hardwood Fields,69a6fcb68d2c56aa82e48a76,15,69,156,senior,34,13,32
fcc3542d-6e46-457e-9096-c8281d70e73c,AZ Ross,AZ,Ross,Columbus,69a6fcb68d2c56aa82e48a77,6,72,183,junior,32,13,37
a96399d1-a74a-4641-abe5-28a1250a786e,Vincent Kidd,Vincent,Kidd,Columbus,69a6fcb68d2c56aa82e48a77,1,69,168,senior,7,20,28
c7327943-9bcd-47a4-832c-d5e0086baee2,Hai Stucker,Hai,Stucker,Columbus,69a6fcb68d2c56aa82e48a77,8,80,247,freshman,29,41,67
fca95735-97f6-49fd-9810-ba47e9205d43,Marquez Wilmoth,Marquez,Wilmoth,Columbus,69a6fcb68d2c56aa82e48a77,23,76,218,senior,62,46,54
b9dd8de9-4e68-4d45-89af-049a459c7931,Jayce Bond,Jayce,Bond,Columbus,69a6fcb68d2c56aa82e48a77,31,81,249,senior,32,17,56
b26b94c9-ea6f-4119-a7a6-bf181f3f849c,Ezequiel Battle,Ezequiel,Battle,Columbus,69a6fcb68d2c56aa82e48a77,10,72,199,senior,38,24,38
17eea490-1df2-48c1-a46f-ffd6b3a05aff,Gilberto Hopkins,Gilberto,Hopkins,Columbus,69a6fcb68d2c56aa82e48a77,35,70,177,senior,7,11,23
546694d4-491e-4ace-befb-8f896b59fec5,Ryan Finley,Ryan,Finley,Columbus,69a6fcb68d2c56aa82e48a77,42,73,190,junior,40,60,52
b36f6b13-adff-4ebb-8267-903491580873,Than Kime,Than,Kime,Columbus,69a6fcb68d2c56aa82e48a77,2,70,172,senior,1,3,22
56ce9c68-2214-4335-9d3f-b2f627762427,Chad McKinney,Chad,McKinney,Columbus,69a6fcb68d2c56aa82e48a77,50,65,145,senior,46,78,55
53d37329-4257-416a-8693-5487fef4ec9f,Micah Parrish,Micah,Parrish,Columbus,69a6fcb68d2c56aa82e48a77,32,72,198,junior,29,35,37
57071513-5f41-43d1-9099-d61a350f4c97,Tyler Allison,Tyler,Allison,Columbus,69a6fcb68d2c56aa82e48a77,22,70,169,senior,4,8,27
95c69ff8-9d74-414e-8ebb-1275b5185ee7,Toby Schroeder Jr,Toby,Schroeder Jr,North Columbus,69a6fcb68d2c56aa82e48a78,24,72,200,sophomore,63,39,54
7af0a731-8c68-4fa7-bcba-fb9eeae5f8ae,Lerod Giles,Lerod,Giles,North Columbus,69a6fcb68d2c56aa82e48a78,6,76,231,junior,32,26,46
7f47e5bd-c567-460c-884f-457c8523266f,Jabari Taunton,Jabari,Taunton,North Columbus,69a6fcb68d2c56aa82e48a78,20,71,180,senior,15,4,38
d8e2fb01-fbec-4b8b-8a44-bef684cbfb49,Mckinley Stiffler,Mckinley,Stiffler,North Columbus,69a6fcb68d2c56aa82e48a78,33,74,215,freshman,37,54,47
2509ac41-4d55-4e34-a027-f9342d57b812,Braden Smith,Braden,Smith,North Columbus,69a6fcb68d2c56aa82e48a78,48,76,216,freshman,7,70,50
d2e0341a-7449-40f9-a8e2-c92a724e19f9,Dexter Jordan,Dexter,Jordan,North Columbus,69a6fcb68d2c56aa82e48a78,40,76,222,junior,46,51,59
5801a7bc-605e-41e5-a529-a488528bc7a6,Edmund Hilliard,Edmund,Hilliard,North Columbus,69a6fcb68d2c56aa82e48a78,26,71,175,sophomore,48,17,34
3991127a-6674-4406-9e81-fa3e53c1bc7d,Morton Cobb,Morton,Cobb,North Columbus,69a6fcb68d2c56aa82e48a78,4,78,232,freshman,17,41,44
b3a58cde-b604-4eb6-8e21-9981da769b3e,Lennon Chan,Lennon,Chan,North Columbus,69a6fcb68d2c56aa82e48a78,7,69,170,senior,48,39,41
a9eacdd9-de14-49e7-8682-a6805c45edf7,Donald Solberg,Donald,Solberg,North Columbus,69a6fcb68d2c56aa82e48a78,12,79,242,freshman,19,29,43
50259959-40dc-4a0c-8ae7-038ca89be582,Erik Tate,Erik,Tate,North Columbus,69a6fcb68d2c56aa82e48a78,18,73,199,senior,65,66,57
d32315ae-1c3e-4f63-880a-02035a7ec97a,Jeremy Strickland,Jeremy,Strickland,North Columbus,69a6fcb68d2c56aa82e48a78,55,78,231,junior,33,63,64
b40bf68f-f558-48de-a6fd-d6bc77055d4d,Jose Mercadito,Jose,Mercadito,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,25,71,197,senior,25,15,34
956ceb8a-a908-4180-8b67-90975fdf8b62,Dax Hughes,Dax,Hughes,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,33,70,174,junior,24,54,38
75a28bd0-a2d8-44a1-bfff-ee3fc4de3b69,Francisco Conner,Francisco,Conner,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,53,77,224,junior,55,89,64
2d04d247-7e40-47a1-a439-5e4122ff0cb1,Immanuel Newton,Immanuel,Newton,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,13,71,184,senior,8,4,38
c799de71-51fd-4a28-a096-ca47301cd991,Caden Savino,Caden,Savino,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,6,75,201,junior,42,53,60
1235792f-4813-46e1-9d52-35c8718af9ba,Darwin Willette,Darwin,Willette,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,43,75,209,sophomore,75,64,80
8509a4b8-5f86-4a7a-8ed3-b3246a1de729,Marques Bailey,Marques,Bailey,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,20,71,194,senior,50,52,46
61470709-2a85-435f-84a4-7bfe80dbe373,Courtney Wyatt,Courtney,Wyatt,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,2,71,187,freshman,44,52,55
b6086454-2542-4d9f-a36a-46456c26008c,Graham Stefan,Graham,Stefan,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,51,68,159,junior,6,9,18
a4b40ebe-ee01-4599-8082-2248020310e2,Sterling Renninger,Sterling,Renninger,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,52,78,241,freshman,40,33,46
4a99966e-52f9-430b-aa23-f6073cd0035c,Ezra Rice,Ezra,Rice,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,1,67,163,sophomore,12,14,22
e9f7bfc0-2c99-4f22-8877-c8d5e7b5d071,Javion Felice,Javion,Felice,Cleveland-Carlysle,69a6fcb68d2c56aa82e48a79,54,70,172,junior,33,5,39
612e132a-8a38-468f-ae6b-66f80b214fe4,Leonard Lindahl,Leonard,Lindahl,Burroughs,69a6fcb68d2c56aa82e48a7a,42,72,200,senior,67,63,49
0d8a4cb1-c3c6-4ec1-ab8e-de84962a77ca,Koen Hogsett,Koen,Hogsett,Burroughs,69a6fcb68d2c56aa82e48a7a,53,67,170,senior,34,16,45
cc16918d-7bad-4f2d-b686-6c5e8f175aac,Charles Wilis,Charles,Wilis,Burroughs,69a6fcb68d2c56aa82e48a7a,32,76,214,sophomore,92,85,75
3d809637-1388-4a9e-a09d-b0b5e3a851ae,Lane Brock,Lane,Brock,Burroughs,69a6fcb68d2c56aa82e48a7a,50,78,225,junior,23,80,68
72240308-de01-47dd-9611-5f17355a19ee,Issac Le,Issac,Le,Burroughs,69a6fcb68d2c56aa82e48a7a,20,70,182,sophomore,20,28,30
62da6dea-b06c-491b-8e46-3c148284911d,Travis Werner,Travis,Werner,Burroughs,69a6fcb68d2c56aa82e48a7a,45,77,212,junior,50,47,49
6a8f69e2-e189-4360-be6a-5350e63a6528,Dennis Granda,Dennis,Granda,Burroughs,69a6fcb68d2c56aa82e48a7a,19,75,227,junior,32,91,62
40c8d54b-9f0c-4543-a084-67abcd0728de,Arjun Phelps,Arjun,Phelps,Burroughs,69a6fcb68d2c56aa82e48a7a,7,70,181,senior,29,29,35
32daf2b0-11bb-431e-9988-82c13ea3b765,Kendrick Molyneaux,Kendrick,Molyneaux,Burroughs,69a6fcb68d2c56aa82e48a7a,6,68,159,senior,62,39,45
9e5ef922-d089-4065-aa6e-18025268bbef,Eddie Zuniga,Eddie,Zuniga,Burroughs,69a6fcb68d2c56aa82e48a7a,18,70,173,junior,1,39,48
384bcad4-c068-4657-91ea-98e98f58212b,Jeff McDowell,Jeff,McDowell,Burroughs,69a6fcb68d2c56aa82e48a7a,11,72,204,freshman,24,17,49
4eb31bfa-0456-4868-96da-ca99150c2d1e,Kyan Jackson,Kyan,Jackson,Burroughs,69a6fcb68d2c56aa82e48a7a,9,77,219,freshman,40,48,57
c8a57816-c0bc-4a62-ad8b-b65016271e15,KJ Bargo,KJ,Bargo,Wacker West,69a6fcb68d2c56aa82e48a7b,35,71,182,senior,23,33,35
d8e030f8-3001-4ff1-bdac-7d99df074211,Davante Paige,Davante,Paige,Wacker West,69a6fcb68d2c56aa82e48a7b,55,69,166,senior,17,7,28
06b61d17-88d8-44ea-b9e5-8d42f941d2c9,Wayne Burke,Wayne,Burke,Wacker West,69a6fcb68d2c56aa82e48a7b,27,68,163,sophomore,50,34,41
cf4edc33-426b-4204-92e4-b076b88950e8,Keagan Prosperie,Keagan,Prosperie,Wacker West,69a6fcb68d2c56aa82e48a7b,41,73,212,junior,57,69,66
451d9c77-742a-4d8d-b7ff-84a20a577ac6,Vaughn Wiggins,Vaughn,Wiggins,Wacker West,69a6fcb68d2c56aa82e48a7b,32,77,222,freshman,29,47,53
6fc892f9-3070-44c2-a417-dd9e64c5c2a9,Philip Blair,Philip,Blair,Wacker West,69a6fcb68d2c56aa82e48a7b,6,72,193,senior,28,16,38
cedd74f1-a3ce-4964-988a-5c6332104fb7,Jamar Butler,Jamar,Butler,Wacker West,69a6fcb68d2c56aa82e48a7b,7,70,178,senior,15,28,30
00cb2d4d-35fe-40b5-bd2f-a5d31551032c,Immanuel Amare,Immanuel,Amare,Wacker West,69a6fcb68d2c56aa82e48a7b,45,81,248,sophomore,24,82,74
204abddc-4c0a-4d30-b734-6d3aabdbf2d0,Darrell Avery,Darrell,Avery,Wacker West,69a6fcb68d2c56aa82e48a7b,12,73,209,senior,27,72,53
9eee089e-5df7-4e70-af36-9c5c71efb60a,Melvin Jensen,Melvin,Jensen,Wacker West,69a6fcb68d2c56aa82e48a7b,53,78,233,senior,28,30,44
acdfb7ab-c4e0-489d-ad32-6d6087b4e4fe,Raiden Wright,Raiden,Wright,Wacker West,69a6fcb68d2c56aa82e48a7b,3,72,190,junior,69,92,73
42d91685-3ec4-46ab-99b6-6768293d0670,Pinky Howell,Pinky,Howell,Wacker West,69a6fcb68d2c56aa82e48a7b,17,79,247,senior,44,26,53
e500c899-ea20-4995-a98a-f22d4764824a,Scott Warner,Scott,Warner,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,1,77,232,freshman,78,70,65
07aa4671-1d3e-4cce-b6b8-6a36e23f2ab6,Taylor Lopez,Taylor,Lopez,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,2,73,199,senior,40,61,45
ee301fb1-6b72-444a-9aa4-7d0c161ddde4,Jeremiah McDonald,Jeremiah,McDonald,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,12,71,177,sophomore,52,15,47
37d25067-47eb-446a-93a7-caf60f8a43ea,Braylon Williams,Braylon,Williams,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,10,76,215,sophomore,33,48,48
16ed946d-f7a6-4e57-ba30-8296617338f6,Carter Herring,Carter,Herring,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,13,67,152,senior,75,63,72
c0a0d787-9f40-4b11-a743-c75f31b947f0,Jason Toms,Jason,Toms,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,20,75,197,sophomore,41,39,40
6f0fc1f1-ef89-467e-87a6-59fcfd662b4b,David Welch,David,Welch,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,15,78,224,senior,32,57,77
3f2909ac-8e00-4d3b-875b-e40e66871723,Leonardo Wittman,Leonardo,Wittman,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,44,71,181,freshman,48,60,68
8e02e4a2-a0da-42d5-b863-f7496fdf4cba,Robt Glenn,Robt,Glenn,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,50,78,218,senior,48,42,64
e43a1ac6-0779-497c-bb34-dcbab41c9b00,Tyler Dargan,Tyler,Dargan,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,41,78,227,freshman,9,32,46
3fba6eaf-81d1-44fb-9601-d0a0fb32aa76,Jackson Thomas,Jackson,Thomas,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,18,75,208,junior,62,36,61
c834ab6d-f2b9-4cb3-86c3-fc1eacc494b6,Jonas Ayers,Jonas,Ayers,Archbishop McClellan,69a6fcb68d2c56aa82e48a7c,43,69,186,senior,21,9,41
18dc5b9e-95cb-4fee-8aba-44ba176c8663,Ruben Becker,Ruben,Becker,Sacred Heart,69a6fcb68d2c56aa82e48a7d,25,69,166,junior,22,40,65
476c2a03-241d-4e24-ac35-754dcea38581,Octavio Cook,Octavio,Cook,Sacred Heart,69a6fcb68d2c56aa82e48a7d,11,70,186,freshman,44,34,42
9931587e-ced5-4304-a3bc-6157731f586c,Matias Tapscott,Matias,Tapscott,Sacred Heart,69a6fcb68d2c56aa82e48a7d,24,67,160,junior,32,19,36
0d9fe49f-e0bf-477f-bf18-af2de42f6127,LJ Buckley,LJ,Buckley,Sacred Heart,69a6fcb68d2c56aa82e48a7d,44,76,225,junior,12,36,38
676fe395-1a5f-4169-b2c7-434849b47b62,Cleo Hall,Cleo,Hall,Sacred Heart,69a6fcb68d2c56aa82e48a7d,45,70,170,senior,15,4,30
e86e43b1-5057-4dd4-bbb7-631d03f4bbdc,Wes Porter,Wes,Porter,Sacred Heart,69a6fcb68d2c56aa82e48a7d,17,70,163,senior,5,1,38
f751b821-0d98-4f42-a1af-3c476100d30e,Takyo Hairston,Takyo,Hairston,Sacred Heart,69a6fcb68d2c56aa82e48a7d,22,78,229,freshman,26,41,49
1eafdef0-7b3b-48ae-be89-46d2ff69c05e,Byron McKee,Byron,McKee,Sacred Heart,69a6fcb68d2c56aa82e48a7d,4,70,161,junior,48,28,35
1d5baacf-af1b-455f-aa3e-dca0188e652a,Robby Cox,Robby,Cox,Sacred Heart,69a6fcb68d2c56aa82e48a7d,3,75,217,sophomore,34,13,43
2bfd9054-ae4c-4032-b74e-bff872d98b18,Moises Levy,Moises,Levy,Sacred Heart,69a6fcb68d2c56aa82e48a7d,32,70,165,freshman,13,13,50
50feed42-27fb-458f-8311-2e9781c35600,Steve Barker,Steve,Barker,Sacred Heart,69a6fcb68d2c56aa82e48a7d,21,70,179,freshman,79,91,90
538bbb06-14cb-42af-b852-f8aa2c080009,Becker Estrada,Becker,Estrada,Sacred Heart,69a6fcb68d2c56aa82e48a7d,13,71,189,junior,34,30,37
b6b4c579-7095-48f6-b2e2-d9e0303b49b7,Ronan Huff,Ronan,Huff,Templeton-Wesley,69a6fcb68d2c56aa82e48a7e,21,70,180,freshman,19,63,52
47cd11b2-c84f-4a37-964d-5095d495f81b,Tristen Lewis,Tristen,Lewis,Templeton-Wesley,69a6fcb68d2c56aa82e48a7e,12,67,160,senior,46,29,37
0e2fd7d9-699a-4cd8-b3e7-d3e3810095fb,Ellis Padillo,Ellis,Padillo,Templeton-Wesley,69a6fcb68d2c56aa82e48a7e,43,74,194,freshman,27,39,38
508d66b0-433e-4aaa-8b61-b0fda81d5d96,Gauge Griffith,Gauge,Griffith,Templeton-Wesley,69a6fcb68d2c56aa82e48a7e,1,72,200,senior,58,33,42
78487beb-c30e-47bc-ab8a-7efb65019faf,Ernest Jefferson,Ernest,Jefferson,Templeton-Wesley,69a6fcb68d2c56aa82e48a7e,34,65,152,senior,92,88,85
